BusStationName,Latitude,Longitude
"TVS Cross Attibele,Attibele,OPPOSITE OF SRI MUKAMBIKA HOTEL",12.768507,77.770191
"Arehalli,ATTIBELE-HUBLI,OPPOSITE OF SRI MARAMMA DEVI TEMPLE",12.763219,77.767064
"Bhakthipura,ANEKAL TALUK,BESIDE OPEN AREA & FIELD",12.757196,77.761744
"Harohalli,ANEKAL TALUK,OPPOSITE OF SRI YALLAMMA DEVI TEMPLE & IN FRONT OF SUMANT STORE",12.754003,77.755956
"Mayasandra,ANEKAL TALUK,IN FRONT OF GOVERNMENT PRIMARY SCHOOL",12.750411,77.748009
"Thattanahalli Gate,Thattanahalli",12.735411,77.730822
Besthamana Halli,12.731021,77.726819
Karpura Gate,12.724312,77.72087
Haldenahalli,12.71708,77.708925
"Anekal ,ANEKAL,BUS STAND",12.709151,77.696718
"Avalahalli BDA Park,AVALAHALLI BDA,BESIDE BESCOM",12.943286,77.543034
"Girinagar Cross,AVALAHALLI BDA,OPPOSITE OF SRINIVASA IYANGAR BAKERY",12.943286,77.544494
"Muneshwara Block,MUNESHWARA BLOCK,BESIDE SOHAN ENTERPRISES",12.94233,77.548629
"Muneshwara Block,MUNESHWARA BLOCK,BESIDE TEJASHWINI JUICE & CHATS",12.944952,77.548755
"Kalidasa Layout,LAST BUS STOP",12.948445,77.552782
"Telecom Colony Cross,RAGHAVA BLOCK,BESIDE DEEPA CONDIMENTS",12.948423,77.549359
"Avalahalli New BDA Layout,AVALAHALLI BDA,BESIDE INDANE LPG GODOWN",12.94345,77.536784
"Srinagar,BUS STAND",12.944397,77.554721
"Timber Yard Layout,BYATARAYANAPURA,OPPOSITE OF NAGADEVATHA TEMPLE",12.948353,77.543384
"Girinagara Circle,GIRINAGARA,BESIDE GIRINAGARA VISION CARE",12.941115,77.545031
Girinagara Cross,12.943108,77.544869
"NARASAPURA,ATTIBELE HOBLI,OPPOSITE OF SRI CHOWDESHWARI DEVI TEMPLE & ASHWATA KATTE",12.800362,77.801595
"Virabhadranagara Cross,VEERABHADRA NAGARA,BESIDE SRINIVASA BAR & RESTAURANT",12.938083,77.533752
Pramod Layout,12.9362,77.527867
"ANJANEYA TEMPLE,PRAMODHA LAYOUT,OPPOSITE OF ANJANEYA TEMPLE",12.938475,77.528821
Haridasa Nagara,12.91845,77.5273
"Bhuvaneshwari Nagara Mahalakshmi Temple,BHUVANESHWARI NAGARA,IN FRONT OF MAHALAKSHMI TEMPLE",12.921802,77.550936
"Bhuvaneshwari Nagara PARK,BHUVANESHWARI NAGARA,IN FRONT OF B.D.A.PARK & PUBLIC TOILETS",12.922784,77.549076
"Dattatraya Nagara Temple,HOSAKEREHALLI,IN FRONT OF BYRAVESHWARA CONDIMENTS",12.923296,77.540406
VB Bakery,12.91954,77.5421
"Ittamadu,ITTAMADU,IN FRONT OF VENKATESHWARA AQUARIUM",12.924038,77.543644
"Brudavana Nagara Jinke vana,BRINDAVANA NAGARA,IN FRONT OF RAJIV GANDHI SPORTS COMPLEX",12.950453,77.555456
"Vittala Nagara,CHAMRAJAPET,IN FRONT OF VITTALA MANDIRA",12.954131,77.556852
T R Mill,12.95689,77.55929
"Chamarajapete Ramamandira,CHAMARAJA PETE,IN FRONT OF AXIS BANK",12.957046,77.562882
"Brundavananagara Jinke Park,Chamarajpet,Rajiv Gandhi Sports Complex",12.950606,77.555413
"Raghavendra Colony,CHAMARAJA PETE,IN FRONT OF SIDDALINGESHWARA STORE",12.957759,77.559557
"Vinayaka Nagara,HALEGUDDADAHALLI,BESIDE HOLY ROCK CONVENT",12.961015,77.550906
"Goripalya Cross,HALEGUDDADAHALLI,OPPOSITE OF EIDGA GROUND",12.960152,77.554982
"Kempapura Agrahara,K.P.AGRAHARA,IN FRONT OF KADAPA SWAMY MATHA",12.969126,77.554546
KP Agrahara 16th cross,12.969555,77.556582
Kempapura Railway Gate,12.968621,77.559257
"Binni Pete,BINNI PETE,HOPCOMS MARKET",12.964565,77.561871
"Saraswathi Nagara Vijayanagara,SARASWATHI NAGARA,IN FRONT OF VIJAYANAGARA POLICE OUT POST",12.971942,77.529173
"Prashanthanagar,VIJAYANAGARA,OPPOSITE OF SHOBA NURSING HOME",12.97561,77.531137
"Govindaraj Nagara,GOVINDARAJA NAGARA,IN FRONT OF GOVINDARAJA SWAMY TEMPLE",12.975532,77.536594
"Vijayanagara,VIJAYANAGARA,BESIDE OM ARCADE, SONY SHOW ROOM",12.971842,77.537872
"Maruthi mandira,VIJAYANAGARA,BESIDE BUNNY BAKERY",12.967603,77.536326
"Vijayanagara TTMC,REMCO LAYOUT, VIJAYANAGARA,BESIDE DR. SHETTY MATERNITY CLINIC",12.963707,77.534549
"Marenahalli,MARENAHALLI, VIJAYANAGARA,IN FRONT OF MANJUNATHA PROVISION STORES",12.969958,77.532123
"Nayandahalli Railway Gate,NAYANDAHALLI,OPPOSITE OF PRASHANTH MINERALS",12.946699,77.525882
"Gangondahalli Mazeed,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF S.H.TAILORS",12.949583,77.52677
"Gangondahalli Church,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF A.A.F.FANCY STORES",12.951168,77.527012
"Gangondahalli Water Tank,GANGADHARA HALLI, AHMED NAGARA,IN FRONT OF ROYAL AUTO PARTS",12.952742,77.527291
Chandra Layout,12.95806,77.52662
"Chandra Layout 1st Stage,CHANDRA LAYOUT 1ST STAGE,OPPOSITE OF DOOR NO 1047",12.953032,77.521693
"Siddaganga School,CHANDRA LAYOUT 1ST STAGE,OPPOSITE OF SIDDAGANGA SCHOOL",12.954531,77.522599
"Jyothi Nagara 6th Cross,IN FRONT OF DAILY NEEDS",12.957377,77.523342
"Chandra Layout 14th Cross,CHANDRA LAYOUT,IN FRONT OF VINAYAKA ENTERPRISES",12.958929,77.52361
"Chandra Layout,CHANDRA LAYOUT,BESIDE B.M.T.C.BUS STAND",12.959208,77.526769
"GKW Layout,G.K.W.LAYOUT,BESIDE HOPCOMS",12.96816,77.52852
"Vinayaka Layout,VINAYAKA LAYOUT,OPPOSITE OF NAGARAJ ORTHOPAROLIC CLINIC",12.965502,77.53043
"Subbanna Garden,SUBBANNA GARDEN,IN FRONT OF MANJUNATH FLOOR MILL",12.96461,77.532224
"Hampinagara RPC Layout,LAST BUS STOP",12.958872,77.535476
"Hampinagara 7th Cross,VIJAYANAGARA,BESIDE GOMINI MEDICALS",12.962137,77.537523
"Basaveshwara Nagara,BASAVESHWARANAGARA,BESIDE BMTC MAIN BUS STOP",12.988563,77.533686
"Basaveshwara Nagara,BASAVESHWARANAGARA,IN FRONT OF ANAD CO-OPERATIVE BANK LTD",12.987448,77.537479
"Unani Hospital,BASAVESHWARANAGARA,IN FRONT OF UNION BANK",12.98221,77.537296
"Rajaji Nagara Ramamandira,RAJAJI NAGARA,OPPOSITE OF SRI RAMA TEMPLE",12.98607,77.55636
"Bashyam Circle,RAJAJINAGARA,BESIDE PRABHU BOOK WORKS",12.984883,77.554082
"Rajaji Nagar Old Police station,RAJAJINAGARA,BESIDE SAHITYA LOKA BOOK HOUSE",12.989235,77.554272
"Rajajinagara ESI Hospital,RAJAJINAGARA,OPPOSITE OF ESI HOSPITAL",12.991428,77.552556
"Basaveshwara College,RAJAJINAGARA,BESIDE SACHIN REPROGRAPHICS",12.994401,77.552655
"Navarang Talkies,RAJAJINAGARA,BESIDE SHIKAR BAR",12.997907,77.55129
"Mariyappana Palya,RAJAJIANAGARA 2ND BLOCK,BESIDE UTTAM TEA AGENCIES",12.99868,77.556305
"Harishchandra Ghat,GAYTRI NAGARA,BESIDE INDIAN OIL PETROL BUNK",12.99722,77.56062
"Devaiah Park,NAGAPPA BLOCK,BESIDE CANARA BANK",12.99642,77.56406
"Malleshwaram Circle,KC GENERAL HOSPITAL,BESIDE MALLESHWARAM GROUND",12.996872,77.56884
"Link Road,MALLESHWARAM,BESIDE PRASAD STRORES",12.994236,77.573859
"Swastik ,NEHARU NAGARA,BESIDE SSR TRAVELS",12.988712,77.575161
"Shivananda store,NEHARU NAGARA,BESIDE DESAI NURSING HOME",12.98717,77.5787
"RC College,VASANTHA NAGARA,BESIDE R.C.COLLEGE",12.98418,77.58711
"High Ground Police Station,VASANTHA NAGARA,BESIDE SOPHIA SCHOOL",12.98546,77.58842
"Avinasha Petrol Bunk,VASANTHA NAGARA,BESIDE PETROL BUNK",12.990415,77.58895
Vasantha Nagara,12.992716,77.594967
Contonment Railway Station,12.993851,77.597257
CSI,12.989652,77.599365
"Vinayaka Nagara Nayandahalli,Nayandahalli",12.945752,77.51988
"MCTC Bus Stand,BAPUJINAGAR",12.954014,77.543773
"Mahalakshmi Layout,MAHALAKSHMI LAYOUT,BESIDE BMTC MAIN BUS STAND",13.011847,77.544127
"Srinivasa Temple,MAHALAKSHMI LAYOUT,IN FRONT OF BBMP PARK",13.00848,77.544298
"Mahalakshmi Layout Entarence,MAHALAKSHMI LAYOUT,IN FRONT OF SAPTHAGIRI CHOULTRY",13.00782,77.548199
"Rajaji Nagar 1st Block,RAJAJINAGARA,OPPOSITE OF DIACON HOSPITAL",13.003786,77.550061
"Canara Bank Rajaji Nagara,RAJAJINAGARA,BESIDE KULAKARNI CLINIC",13.001134,77.550461
"Navrang Talkies,RAJAJINAGARA 2ND BLOCK,OPPOSITE OF DATTATREYA JEWELLARY",12.996114,77.551468
"Basaveshwara College,RAJAJINAGARA 2ND BLOCK,BESIDE BASAVESHWARA COLLEGE",12.994203,77.552729
"Rajaji Nagara ESI Hospital,RAJAJINAGARA 2ND BLOCK,BESIDE ESI HOSPITAL",12.991707,77.552674
"Old Police Station ESI,RAJAJINAGARA 4TH BLOCK,OPPOSITE OF RAJU ELECTRICALS",12.989926,77.554843
"Nandhini Layout Bus Station,NANDINI LAYOUT,BESIDE BMTC MAIN BUS STAND",13.01139,77.535793
"Saraswathipura,SARASWATHI PURAM MAIN ROAD,IN FRONT OF SATHYA SHRUTHI GANAPAHTI TEMPLE",13.00917,77.538266
Mahalakshmi Layout Cross,13.00839,77.54265
"Vidhanasoudha Layout,VIDHANA SOUDHA LAYOUT,BESIDE HOPCOMS SHOP",13.015661,77.523481
"Laxmidevi Nagar,LAKSHMIDEVI NAGARA,OPPOSITE OF GANESHA TEMPLE",13.015575,77.526184
"Sanjay Gandhi nagar,LAKSHMIDEVI NAGARA,OPPOSITE OF VEENA ENGLISH SCHOOL",13.018722,77.526223
"Sonal Garments,PEENYA INDUSTRIAL AREA,IN FRONT OF SONAL GARMENTS",13.021492,77.527086
"Jn Of Kanteerava Studio,GORAGUNTEPALYA,IN FRONT OF PADMASHREE BAR & RESTAURANT",13.021691,77.535271
"Krishnananda Nagara ,KRISHNANANDA NAGARA,IN FRONT OF POLICE QUARTERS",13.01848,77.540846
"Shankar Nagara,SHANKARA NAGARA,IN FRONT OF SYNDICATE BANK ATM, OPPOSITE OF SYNDICATE BANK",13.015581,77.543964
"Jai Bhuvaneshwari Nagara,NANDINI LAYOUT 4TH BLOCK,IN FRONT OF B.G.S.MEDICALS & GENERAL STORES",13.014791,77.530838
SSVB Bakery,13.01406,77.53276
Ramakrishna Nagara,13.01764,77.53422
Iskcon Temple,13.01156,77.55136
"Mahalakshmi Layout Entarence,RAJAJINAGARA 1ST BLOCK,BESIDE EUREKA FORBES LTD",13.007744,77.548878
Yeshwanthpura TTMC,13.017766,77.556753
"Government Soap Factory,RAJAJINAGARA 1ST BLOCK,BESIDE ORION MALL",13.013091,77.554496
"GKW,RAJAJINAGARA 2ND BLOCK,BESIDE VIVEKANANDA COLLEGE",13.00958,77.554578
"East West College,RAJAJINAGARA 2ND BLOCK,OPPOSITE OF EAST WEST SCHOOL",13.005484,77.556826
"Subramanyanagara,SUBRAMANYA NAGRA,BESIDE RAVI WINE SHOP",13.004753,77.55998
"Railway Gate,SUBRAMANYA NAGARA,OPPOSITE OF DEVATA GENERAL STORE",13.004232,77.561321
"Ramamandira Gayathrinagar,GAYTHRI NAGARA,OPPOSITE OF RAMA MANDIRA TEMPLE",13.001244,77.560763
"Gayathrinagara,GAYTHRI NAGARA,OPPOSITE OF NANJUNDESHWARA ENTERPRISES",12.998952,77.560153
"Bandi Reddy Circle,SRIRAMPURA,BESIDE MUNESHWARA SWAMY TEMPLE",12.991437,77.564073
"Gandhi school,BHASHYAM NAGARA,OPPOSITE OF SANJEEVINI NURSING HOME",12.988666,77.566602
Link Road,12.993803,77.573942
"Laggere Arch,LAGGERE,NEAR SAI BABA TEMPLE",13.00181,77.525328
"Muneshwaranagara Nandini Layout,NANDINI LAYOUT,BESIDE NANDINI LAYOUT SLUM QUARTERS",13.011872,77.528696
Jai Bhuvaneshwari Nagara,13.01487,77.53055
"Rajkumar Samadhi,2ND BLOCK, NANDINI LAYOUT,OPPOSITE OF RAJKUMAR SAMADHI",13.01802,77.531527
"Geleyara Balaga AGB Layout,MAHALAKSHMIPURAM,BESIDE GURU KRUPA DAY CARE CIRCLE",13.005911,77.541147
"Nandini Talkies,MAHALAKSHMIPURAM,OPPOSITE OF UDUPI UPAHARA",13.003235,77.543816
"Kurubarahalli,KURUBARAHALLI,IN FRONT OF CANARA BANK",13.00079,77.536062
"Shankar Mutt,BASAVESHWARANAGARA,IN FRONT OF SWAMY VIVEKANANDA PARK",12.999037,77.541955
"Nagapura,MAHALAKSHMIPURAM,OPPOSITE OF THE BANGLORE CITY CO-OPERATIVE BANK",13.002226,77.544881
"Jai Maruthi Nagara,NANDINI LAYOUT,OPPOSITE OF NIRMALA CLINIC",13.009923,77.532678
Nandhini Layout Quaters,13.010934,77.534536
Goragunte Palya,13.028687,77.539906
"Foreman Training Insititue,GORAGUNTEPALYA,OPPOSITE OF MODERN BREAD FACTORY",13.024745,77.534035
"Ravi Badavane,NANDINI LAYOUT,IN FRONT OF INDIAN CAMBRIDGE SCHOOL",13.006719,77.532565
"Laggere Arch,KEMPE GOWDA LAYOUT,IN FRONT OF ANGALA PARAMESHWARI TEMPLE ARCH",13.002915,77.526135
"Sakammana Badavane,NANDINI LAYOUT,OPPOSITE OF SRI PARVATHANJANEYA TEMPLE",13.008741,77.530515
Ashraya Nagara,13.01632,77.53209
"Rajkumar Samadhi,RAMAKRISHNA NAGARA, NANDINI LAYOUT,IN FRONT OF RAJKUMAR SAMADHI",13.018669,77.532013
Ramakrishna Nagara 2nd Main,13.01656,77.53397
"Laggere Bridge,LAGGERE,BESIDE MATHRU NURSING HOME",13.008273,77.526613
"Basaveshwara Nagara 3rd Stage,SANEGURUVANAHALLI,IN FRONT OF G.K.CONVENT & HIGH SCHOOL",12.989292,77.542503
"Manjunath Nagara,BASAVESHWARANAGARA,IN FRONT OF GANESHA TEMPLE",12.99147,77.542888
"Pushpanjali Talkies,SHIVANAHALLI,NEAR PUSHPANJALI TALKIES",12.991364,77.5461
"Shivanahalli,SHIVANAGARA,IN FRONT OF ARYA CARS",12.989026,77.546848
"Dhobhi Ghatt,RAJAJI NAGARA,OPPOSITE OF BWSSB SERVICE STATION",12.987713,77.550908
"Cauvery Nagar,KAVERINAGARA, KURUBARAHALLI,BESIDE SHIVA TEMPLE, IN FRONT OF JESUSS MURTHI SPECIALITY HOSPITAL",12.999636,77.530602
"Kurubarahalli JC Nagara,J.C.NAGARA, KURUBARAHALLI,BESIDE LIFE CARE PHARMACY",13.007071,77.534568
"Yeshwanthpura Railway Station,YESHAWANTHAPURA,IN FRONT OF YESHAWANTHAPURA RAILWAY STATION",13.021821,77.553187
Yeshwanthpura Market,13.02018,77.55537
"Yeshwanthpura Circle,YESHAWANTHAPURA,BESIDE YESHAWANTHAPURA POLICE STATION",13.017861,77.558144
"Mysore Lamps,MALLESHWARAM,OPPOSITE OF MYSORE LAMPS FACTORY",13.014199,77.560225
"Malleshwaram 18th Cross,MALLESHWARAM,BESIDE RATHNAM COMPLEX & BABA BED SHOP",13.009224,77.563123
"Malleshwaram 13th Cross,MALLESHWARAM,BESIDE JANATHA CO-OPERATIVE BANK",13.007277,77.564278
"Malleshwaram 8th Cross,MALLESHWARAM,BESIDE R.V.APARTMENTS & PUSHPAYANI MEDICALS",13.000265,77.565477
MDBlock,12.99434,77.56927
Mohan Kumar Nagara,13.03052,77.54934
Chowdeshwari Bus Stop,13.03268,77.55393
"Kamalanagar BEML layout,BASAVESHWARANAGARA,IN FRONT OF CANARA BANK ATM",12.99278,77.530629
"Old Bus Stop,BASAVESHWARANAGARA,BESIDE PODAR JUMBO KIDS NURSING SCHOOL",12.992245,77.534771
"Kamalanagar 8th Main,BASAVESHWARANAGARA,IN FRONT OF MALNAD SUGGI HOTEL",12.992358,77.5386
"Kamalanagar Water Tank,BASAVESHWARANAGARA,OPPOSITE OF AXIS BANK",12.995735,77.539887
"Shankararnag Bus Stop,KAMALANAGARA,BESIDE GOVT SCHOOL AND BMTC BUS STAND",12.994777,77.526707
"Patalappa Layout,NAGASHETTYHALLI,BESIDE APARTMENTS",13.046407,77.572604
"Rajmahal Vilas 2nd Stage,NAGASHETTYHALLI,AT RESIDENTIAL AREA",13.042566,77.566697
"Devasandra Chikkamaranahalli,DEVASANDRA,BESIDE KARNATAKA POWER TRANSMISSION CORPORATION LIMITED",13.036277,77.566737
"ITI Layout Dollars colony,AGS LAYOUT,BESIDE SAGAR CAFE",13.033844,77.568848
"MS Ramaiah Hospital New BEL Road,DEVASANDRA,BESIDE OPEN AREA",13.026943,77.571874
"Sadashivanagara Police Station,SADASHIVA NAGARA,BESIDE OPEN AREA",13.01521,77.572832
"Sadhashivanagar,SADASHIVA NAGARA,BESIDE GIRI DENTAL CLINIC",13.00857,77.580286
"Bashayam Circle Sadashiva Nagara,SADASHIVA NAGARA,BESIDE SANKEY APARTMENTS",13.006151,77.579444
"RM Guttahalli,PALACE GUTTAHALLI,BESIDE OPEN AREA",12.999724,77.584297
Anandanagar,13.03297,77.59131
Veterinary College,13.030021,77.587012
"CBI Office,GANGANAGARA,BESIDE RITI JEWELLERY",13.026833,77.586494
"Vasanthappa Block,GANGANAGARA,IN FRONT OF RADHAKRISHNA ENGLISH SCHOOL",13.02631,77.589099
"RTNagara Police Station,RT NAGARA,BESIDE POLICE STATION",13.024358,77.592839
"R T Nagara Post Office,RT NAGARA,OPPOSITE OF SYNDICATE BANK",13.022045,77.59259
"Rahmath Nagara,RT NAGARA POST OFFICE,OPPOSITE OF NANDINI HOTEL",13.017441,77.59185
"Matada Halli,RT NAGARA POST OFFICE,BESIDE SHRI RADHAKRISHNA THEATER",13.013597,77.593661
"CIL,JC NAGARA, RT NAGARA,IN FRONT OF KARANTH ENCLAVE",13.011718,77.593356
TV Tower Munireddy palya,13.009178,77.591232
"JC Nagara,JC NAGARA,BESIDE POST OFFICE",13.006799,77.592745
"Jayamahal,JAYAMAHAL,BESIDE SAI SAGAR HOTEL",13.001861,77.594467
"Kaval Byrasandra,RT NAGAR POST,OPPOSITE OF ANJANEYA TEMPLE",13.01985,77.607744
"P&T Quarters,KAVALABYRASANDRA, RT NAGARA POST,OPPOSITE OF POST & TELECOM QUARTERS",13.021458,77.604635
"Pushpanjali Talkies,RT NAGARA,IN FRONT OF LAL BAHADUR SHASTRI GOVT FIRST GRADE COLLEGE",13.022045,77.602436
"Dinnur,RT NAGARA,IN FRONT OF ANUGRAHA WINES",13.023975,77.598672
"Pillanna Garden,PILLANNA GARDEN,OPPOSITE OF SIDDHI VINAYAKA TEMPLE",13.011986,77.617643
"Periyar Nagara Circle,BILAL NAGARA,IN FRONT OF KBS FAIR PRICE",13.010467,77.615152
"Canara Bank Hebbala,FRAZER TOWN,IN FRONT OF V.R.SHABBIR AHMED STORES",13.006642,77.612546
Doddi,13.00237,77.612186
"Frazer Twon,FRAZER TOWN,OPPOSITE OF ST ANTHONYS CHURCH",13.001155,77.612181
Coles Park,12.995445,77.608402
"Bamboo Bazaar,SHIVAJI NAGARA,BESIDE PRESTIGE BUILDING DEMOLISHER",12.991636,77.604606
"Sulthan Palya,RT NAGARA POST,OPPOSITE OF SEA HORSE AQUARIUM",13.026599,77.604045
"Pushpanjali Talkies,SULTHANPALYA, RT NAGARA,OPPOSITE OF LAL BAHADUR SHASTRI GOVT FIRST GRADE COLLEGE",13.022111,77.602627
"Manorayana Palya,MANORAYANPALYA, RT NAGARA,NEAR DODDAMMA DEVI TEMPLE",13.028663,77.60185
"Sulthan Palya,RT NAGARA POST,IN FRONT OF SHIVA SWEETS & BAKERY",13.026588,77.603909
Chinnappana Garden,13.00289,77.60334
"Marappa Garden,LAST STOP",13.00462,77.59976
"YMCA Nandi Durga Road,BENSON TOWN,BESIDE ANJANEYA TEMPLE",13.000546,77.599671
"Canara Bank,BENSON TOWN,BESIDE MASJID-E-KHADIRA",12.995455,77.601335
"Jeevanahalli,OPPOSITE OF VETERINARY HOSPITAL",12.994897,77.628815
"Coxtown Water Tank,COX TOWN,IN FRONT OF MEG TRAINING AREA",12.993794,77.626633
"Coxtown Circle,COX TOWN,IN FRONT OF BALAJI WINES",12.996216,77.621564
Shivajinagar Bus Station,12.98368,77.603569
"Domlur TTMC Bus Stand,DOMLURU, HAL,BESIDE T.T.M.C.",12.961543,77.638159
"Jeevan Bhimanagara Bus stand,HAL 3RD STAGE,OPPOSITE OF LIC OF INDIA",12.965699,77.657876
"Vivekanagara,VIVEKA NAGARA,BESIDE BUS STAND",12.954121,77.622713
Vannarapete,12.95619,77.620895
"ASC Center,AUSTIN TOWN,BESIDE QUARTERS",12.962326,77.618735
"Austin Town,AUSTIN TOWN,BESIDE KALIYAMMA TEMPLE",12.961414,77.614374
"Philomena Hospital,AUSTIN TOWN,OPPOSITE OF S.M.PERLE",12.964595,77.61014
Boldwin Girls High School,12.965535,77.602793
"Nanjappa Circle,SHANTHI NAGARA,OPPOSTIE OF KARNATAKA HOUSING ASSOCIATION",12.96078,77.600506
"Akkithimmana halli,SHANTHI NAGARA,IN FORNT OF METRO POLES",12.96186,77.597786
"Subbaiah Circle,BESIDE SEETHA LAKSHMI TOWER, KSBCL",12.962443,77.590994
"Poornima Talkies,NEW MISSION ROAD,BESIDE JAYALAKSHMI BAKARY",12.96095,77.58773
"Srinivagilu,NATTA GATE,BESIDE SRI GOLDEN BAR & RESTAURANT",12.938163,77.632806
"Ejipura,EJIPURA,BESIDE ROSEWAY LIQUORS",12.946664,77.628698
Bakery Ejipura,12.949795,77.62639
"Ejipura Market,VIVEKA NAGARA,BESIDE SHINE BAKERY",12.950574,77.623763
"Ravi Tent,VIVEKA NAGARA,BESIDE VIVEKA NAGARA POLICE STATION",12.95143,77.62244
"Karnataka Housing Complex,KORAMANGALA,IN FRONT OF PARK",12.945479,77.62287
NGV Gate,12.94931,77.62027
NDDA Koramangala,12.94261,77.622475
Rajendranagar,12.944966,77.619643
"Neela sandra,NEELASANDRA,BESIDE BDA COMPLEX",12.957692,77.614344
"Neelasandra Rose Garden,ROSE GARDEN,BESIDE ARYA S L BANK",12.953876,77.616998
"Neelasandra,AUSTIN TOWN,BESIDE KAVYASAGARA",12.958226,77.61478
"Gajendra Nagara,ANEPALYA ADUGODI POST,OPPOSITE OF SUNFORD JAPAN ELECTRONIC PRIVATE LIMITED",12.951596,77.607759
"Jaibheemanagara,BTM LAYOUT 1ST STAGE,IN FRONT OF VIGHNESH DEVELOPERS",12.919395,77.615101
"GANGOTHRI CIRCLE,BTM LAYOUT 1ST STAGE,IN FRONT OF GANGOTHRI BUS STAND",12.919551,77.612885
"Tavare Kere,THAVAREKERE,OPPOSITE OF MYTHRI SUPER MARKET",12.922193,77.610322
"Mori,THAVAREKERE,OPPOSITE OF MURALI PLY WOOD",12.925074,77.608741
"Chikka aAudugodi,CHIKKA ADUGODI,OPPOSITE OF DODDAMMADEVI TEMPLE",12.928736,77.609319
"Suddugunte Palya,SADGUNTE PALYA,OPPOSITE OF ORACLE COMPANY",12.931068,77.609784
"Old Gurrappana Palya,GURUPPANAPALYA,BESIDE MATHA AVALAMMANA TEMPLE",12.92069,77.60533
Adugodi Police Quarters,12.938945,77.609729
"Audugodi,ADUGODI,BESIDE MAICO PLAY GROUND",12.94385,77.605941
"MICO Gate,OPPOSITE OF MANOKAMAN CERAMIC",12.944257,77.603318
"Wilson Garden 14th cross,WILSON GARDEN,IN FRONT OF SAGAR PHARM",12.946546,77.600253
"Wilson Garden 10th Cross,WILSON GARDEN,IN FRONT OF G.S.POER SYSTEM",12.94735,77.598284
"Wilson Garden police Station,WILSON GARDEN,BESIDE KITTUR RANI CHANNAMMA PARKLAKKASANDRA",12.951378,77.595192
"Jaibheemanagara,BTM LAYOUT 1ST STAGE,BESIDE THE BTM SOWHARDH CO-OPERATIVE LIMITED",12.91949,77.615115
"Karnataka Housing Complex,KORAMANGALA,JUDICIAL BLOCK",12.945309,77.622719
"Chandra Layout,CHANDRA LAYOUT,IN FRONT OF GURU SAGAR",12.9583,77.525971
BCC Layout,12.95141,77.52994
Jn Of BCC Layout,12.95483,77.53493
"NRColony,N.R.COLONY,BESIDE N.R.COLONY LIBRARY",12.938022,77.569845
"KAVERI NAGARA,Kamala Nagara,Near Market",12.999577,77.530624
"Shankar Mutt,BASAVESHWARANAGARA,BESIDE HONEY-B BAKERY, INDIAN HEALTH CENTER",12.99884,77.54172
"Sulthan Palya,SULTHANPALYA, RT NAGARA,IN FRONT OF STATE BANK OF INDIA",13.024732,77.603453
" Hampinagara 7th Main,VIJAYANAGARA,BESIDE MRUDULA MEDICALS",12.9621,77.537595
"Central Silk Board,BTM LAYOUT MADIWALA,OPPOSITE OF CENTRAL SILK BOARD",12.91708,77.621711
"AGS Layout,A.G.S. LAYOUT,IN FRONT OF SRI M.VISHWESHWARAIAH PARK",12.913799,77.537567
"JP Nagara 3rd Phase,JP NAGARA 3RD PHASE,BESIDE COLLABERA",12.907031,77.59948
Yeshwanthpur TTMC,13.017871,77.556565
"Krishnarajendra Market,KR MARKET",12.960407,77.576347
"Makkala Koota,KEMPEGOWDA HOSPITAL",12.956338,77.573858
Mahila samaja,12.95353,77.57386
National College,12.948886,77.573826
Basavanagudi Police Station,12.941591,77.573918
"Gunasheela Hospital,BASAVANAGUDI,OPPOSITE OF SOWMYA SPRINGS",12.9406,77.576045
Southend Circle,12.935685,77.5802
"Jayanagara Bus Stand,JAYANAGARA 4TH BLOCK,BESIDE JAIN TEMPLE",12.927676,77.583583
"Telephone Exchange,JAYANAGARA 5TH BLOCK,SAMSKRUTI BANQUET HALL",12.922573,77.583794
"Jayanagara 38th Cross,JAYANAGARA 5TH BLOCK,OPPOSITE OF NEW AGE STYLES",12.920994,77.583798
"Jayanagara 5th Block,JAYANAGARA 5TH BLOCK,BESIDE PANASONIC SHOW ROOM",12.918541,77.583736
"Marenahalli JPnagar Road,JP NAGARA 1ST PHASE,BESIDE VIVEKS SHOW ROOM",12.914832,77.585868
"RVDental College,JP NAGARA 1ST PHASE,BESIDE SAI AUTO WORLD",12.909796,77.5858
"JP Nagara 15th Cross,JP NAGARA 2ND PHASE,OPPOSITE OF CELL CITY",12.907017,77.585818
"Puttenahalli Jp nagar,J.P.NAGARA 7TH PHASE,OPPOSITE OF BIG MARKET",12.897075,77.586183
"Brigade Millenium,R.B.I.LAYOUT,OPPOSITE OF APOLLO PHARMACY",12.892065,77.581936
"RBI Layout,R.B.I.LAYOUT,OPPOSITE OF SOMESHWARA SABHA BHAVANA",12.888195,77.581994
"Gowrava nagar,GOWRAVA NAGARA,OPPOSITE OF H.D.F.C.BANK",12.884744,77.582698
"Navodaya Nagara,NAVODAYA NAGARA,IN FRONT OF VISHWAS SHOPPING CENTRE",12.881492,77.583794
"Kothnuru Dinne,J.P.NAGARA 8TH PHASE,OPPOSITE OF GANESHA TEMPLE",12.877478,77.584021
